iter anc pos neg
17863 75847_0 75847_1 66721_0
17864 66965_7 66965_8 43447_3
17865 59521_0 59521_1 56879_0
17866 38637_0 38637_1 73613_2
17867 13879_0 13879_1 18958_0
17868 406_3 414_5 48610_3
17869 86459_0 86459_1 46852_1
17870 53293_0 53293_1 73017_0
17871 35107_3 35107_4 26406_0
17872 88912_0 88912_1 2437_0
17873 98601_0 98601_1 51856_0
17874 174_11 179_13 94112_8
17875 98919_2 98919_3 89295_2
17876 34957_0 34957_1 9975_2
17877 271_31 286_6 79524_5
17878 76703_0 76703_1 25246_1
17879 49960_0 49960_1 59892_2
17880 17538_2 17538_3 11988_1
17881 60651_2 60651_3 75411_1
17882 155_15 166_34 94112_9
17883 4897_0 4897_1 75597_1
17884 98091_4 98091_5 32771_2
17885 243_10 233_14 51907_1
17886 108_2 114_4 29377_2
17887 34_14 29_4 2079_7
17888 10068_0 10068_1 95979_0
17889 71702_0 71702_1 2758_2
17890 59517_1 59517_2 42727_3
17891 454_10 459_3 26241_0
17892 263_0 233_6 58843_1
17893 66283_1 66283_2 97539_0
17894 31144_0 31144_1 84934_0
17895 430_10 414_6 7187_1
17896 1833_0 1833_1 98819_0
17897 76488_0 76488_1 15098_2
17898 53961_0 53961_1 94577_2
17899 1118_0 1118_1 742_0
17900 274_11 284_21 8514_2
17901 408_8 407_13 14180_0
17902 39203_0 39203_1 27636_0
17903 58340_0 58340_1 8231_1
17904 54991_0 54991_1 6164_1
17905 53224_0 53224_1 16584_0
17906 426_6 418_15 93210_6
17907 15319_2 15319_3 12185_1
17908 10957_0 10957_1 69178_0
17909 51447_2 51447_3 91203_0
17910 47700_0 47700_1 41900_0
17911 67022_0 67022_1 2867_1
17912 67608_2 67608_3 100218_1
17913 82255_1 82255_2 1232_2
17914 412_12 434_0 86155_11
17915 32105_0 32105_1 38121_0
17916 49843_0 49843_1 83972_2
17917 31354_0 31354_1 87101_0
17918 56920_0 56920_1 50000_2
17919 426_7 409_9 28240_6
17920 51072_0 51072_1 38756_0
17921 86_6 81_7 8810_1
17922 1813_0 1813_1 41152_0
17923 40_9 37_20 34784_0
17924 90236_0 90236_1 66022_1
17925 48929_1 48929_2 61914_2
17926 54450_0 54450_1 74146_0
17927 98655_0 98655_1 69107_2
17928 86657_0 86657_1 16374_3
17929 72_8 76_1 61080_4
17930 98005_0 98005_1 17957_1
17931 79665_0 79665_1 77417_3
17932 516_4 519_12 47407_6
17933 99574_1 99574_2 43101_0
17934 13112_0 13112_1 78756_2
17935 426_8 415_2 88595_1
17936 25982_0 25982_1 14003_2
17937 70_7 76_1 66024_10
17938 44781_1 44781_2 31384_2
17939 47136_0 47136_1 33515_4
17940 90567_1 90567_2 31322_0
17941 187_3 192_3 22607_2
17942 21169_2 21169_3 65800_1
17943 50447_0 50447_1 12916_1
17944 422_9 428_9 15376_0
17945 405_8 415_3 12871_0
17946 10904_1 10904_2 27275_1
17947 291_16 292_14 52770_6
17948 452_15 455_8 76965_2
17949 291_17 305_27 8208_2
17950 22796_0 22796_1 97294_3
17951 21488_10 21488_11 78886_0
17952 71561_1 71561_2 49768_0
17953 21984_2 21984_3 37834_4
17954 427_1 408_9 31210_2
17955 62218_0 62218_1 39331_0
17956 28123_2 28123_3 25092_0
17957 30025_0 30025_1 1801_0
17958 287_0 266_15 78198_3
17959 88722_0 88722_1 4735_0
17960 14745_2 14745_3 83795_0
17961 24687_0 24687_1 75267_0
17962 65_7 83_15 37044_3
17963 39014_0 39014_1 71974_1
17964 28597_2 28597_3 25444_1
17965 62819_0 62819_1 23713_0
17966 5453_0 5453_1 58358_2
17967 2504_0 2504_1 79172_0
17968 29093_0 29093_1 3738_0
17969 79827_4 79827_5 6322_2
17970 49041_0 49041_1 31479_0
17971 81268_2 81268_3 75262_0
17972 40662_0 40662_1 22230_2
17973 287_1 280_23 63283_0
17974 39665_2 39665_3 36991_0
17975 161_6 158_4 31650_1
17976 11770_8 11770_9 46700_2
17977 11730_0 11730_1 98719_1
17978 269_2 286_7 2079_7
17979 57299_0 57299_1 80879_3
17980 31549_0 31549_1 57049_0
17981 16437_0 16437_1 7923_0
17982 9444_2 9444_3 34400_2
17983 75600_0 75600_1 86736_1
17984 75750_2 75750_3 98841_1
17985 73543_0 73543_1 99155_0
17986 35193_2 35193_3 7096_0
17987 46446_0 46446_1 65212_0
17988 45818_0 45818_1 97881_2
17989 60463_0 60463_1 20988_1
17990 27675_1 27675_2 90489_0
17991 82438_0 82438_1 100025_0
17992 304_18 303_15 33512_3
17993 65880_0 65880_1 59170_0
17994 48971_0 48971_1 14880_0
17995 54_9 37_21 29198_0
17996 53404_0 53404_1 99978_0
17997 92173_2 92173_3 54771_0
17998 28651_0 28651_1 36307_0
17999 81577_0 81577_1 13036_0
18000 96865_0 96865_1 13724_0
18001 43899_0 43899_1 95989_0
18002 74493_1 74493_2 85654_0
18003 216_33 228_16 60986_1
18004 85062_0 85062_1 28682_0
18005 46825_0 46825_1 17263_1
18006 33789_0 33789_1 741_0
18007 76229_1 76229_2 92428_0
18008 434_1 414_7 24925_0
18009 15934_0 15934_1 84177_0
18010 18367_0 18367_1 96629_3
18011 77596_0 77596_1 32469_0
18012 54238_0 54238_1 89343_0
18013 61236_0 61236_1 2103_0
18014 46512_1 46512_2 81772_0
18015 78586_0 78586_1 3966_2
18016 28438_0 28438_1 66026_1
18017 163_2 166_35 7993_0
18018 35320_0 35320_1 20180_0
18019 47933_0 47933_1 20178_0
18020 30552_0 30552_1 63595_2
18021 8062_1 8062_2 88963_0
18022 28798_0 28798_1 52845_0
18023 4690_0 4690_1 18482_0
18024 22534_2 22534_3 23140_0
18025 65674_1 65674_2 99842_3
18026 421_10 405_8 96632_0
18027 454_11 460_9 2228_1
18028 125_7 120_5 20733_0
18029 300_19 302_28 51071_3
18030 169_21 167_2 94112_10
18031 73751_0 73751_1 29009_0
18032 43201_0 43201_1 55711_1
18033 13761_3 13761_4 70495_2
18034 65296_4 65296_5 28875_0
18035 286_8 279_12 80675_0
18036 38284_0 38284_1 78757_0
18037 424_3 426_9 20205_2
18038 82813_0 82813_1 22708_1
18039 273_23 276_9 21488_12
18040 73328_2 73328_3 95641_1
18041 73258_0 73258_1 69807_0
18042 8269_0 8269_1 94712_0
18043 39_9 64_5 97625_7
18044 454_12 458_12 11045_0
18045 455_9 454_13 96898_3
18046 57034_0 57034_1 80637_0
18047 68579_0 68579_1 66281_0
18048 68891_0 68891_1 51104_1
18049 28391_0 28391_1 24199_0
18050 35337_0 35337_1 88654_0
18051 408_10 414_8 42233_0
18052 85564_0 85564_1 43733_0
18053 19714_0 19714_1 592_0
18054 31599_0 31599_1 56833_0
18055 87755_0 87755_1 90495_0
18056 76310_0 76310_1 38105_0
18057 414_9 421_11 90088_1
18058 281_2 280_24 28565_1
18059 27979_0 27979_1 98176_0
18060 312_8 304_19 58317_4
18061 72327_0 72327_1 5566_0
18062 3702_2 3702_3 17056_1
18063 28445_0 28445_1 53787_0
18064 41474_0 41474_1 56513_0
18065 16196_0 16196_1 24517_0
18066 414_8 420_9 60371_1
18067 426_10 414_9 85714_2
18068 87998_2 87998_3 40256_1
18069 17901_1 17901_2 49316_0
18070 9905_0 9905_1 26707_0
18071 287_1 286_9 12582_5
18072 98343_0 98343_1 34796_0
18073 225_14 228_17 21515_1
18074 90938_0 90938_1 48562_0
18075 99146_0 99146_1 67621_0
18076 73272_0 73272_1 79323_0
18077 32075_0 32075_1 60495_0
18078 8582_0 8582_1 55819_0
18079 59215_0 59215_1 7799_0
18080 89603_1 89603_2 90333_2
18081 49893_7 49893_8 98393_1
18082 250_4 254_18 81762_4
18083 72692_2 72692_3 3021_0
18084 66832_0 66832_1 55211_0
18085 2873_0 2873_1 12606_0
18086 31362_0 31362_1 32743_0
18087 11229_1 11229_2 17854_0
18088 35408_0 35408_1 82243_0
18089 50652_0 50652_1 60601_1
18090 87932_0 87932_1 89760_2
18091 269_3 268_3 73479_1
18092 54940_0 54940_1 95078_2
18093 82533_0 82533_1 46882_0
18094 98572_0 98572_1 7246_0
18095 21121_0 21121_1 75472_0
18096 18006_0 18006_1 33192_0
18097 233_7 248_16 45303_1
18098 45080_2 45080_3 58543_1
18099 19833_0 19833_1 37575_0
18100 98385_1 98385_2 60092_0
18101 88608_0 88608_1 17225_4
18102 94024_1 94024_2 53947_0
18103 510_3 508_11 24009_12
18104 98823_0 98823_1 55759_0
18105 26729_0 26729_1 64169_0
18106 13234_0 13234_1 11889_2
18107 19493_0 19493_1 64098_3
18108 5695_0 5695_1 10501_0
18109 38560_3 38560_4 45133_3
18110 49573_0 49573_1 65021_2
18111 81469_0 81469_1 5885_0
18112 92147_0 92147_1 6722_0
18113 314_17 310_12 16089_9
18114 53564_0 53564_1 80279_0
18115 422_9 426_11 35829_1
18116 65939_0 65939_1 25889_2
18117 387_1 366_0 98073_6
18118 37_22 58_9 60090_1
18119 1907_0 1907_1 44248_0
18120 418_16 434_1 4010_0
18121 41647_0 41647_1 44259_0
18122 426_12 412_13 4606_5
18123 16649_0 16649_1 49317_0
18124 84081_0 84081_1 54004_0
18125 50721_2 50721_3 83953_0
18126 7464_0 7464_1 14078_0
18127 87141_0 87141_1 61812_0
18128 64_6 56_5 54092_3
18129 171_17 169_22 57414_1
18130 310_13 307_3 70163_3
18131 48_7 37_23 12103_3
18132 300_20 307_4 80328_1
18133 33811_0 33811_1 48315_5
18134 88960_0 88960_1 90979_0
18135 70899_0 70899_1 24135_0
18136 53881_0 53881_1 61925_1
18137 184_8 151_10 31678_1
18138 171_18 158_5 41367_0
18139 12210_0 12210_1 58439_0
18140 74796_2 74796_3 2325_0
18141 12748_0 12748_1 7699_0
18142 1711_1 1711_2 93983_3
18143 32628_0 32628_1 43774_2
18144 45170_0 45170_1 28701_2
18145 60906_2 60906_3 41923_0
18146 58367_0 58367_1 72422_0
18147 96511_0 96511_1 69119_2
18148 278_1 289_14 67895_0
18149 82747_0 82747_1 79819_0
18150 19453_0 19453_1 2843_0
18151 6766_1 6766_2 46155_2
18152 294_3 304_20 18498_2
18153 47104_0 47104_1 21993_2
18154 59993_0 59993_1 38128_0
18155 19340_4 19340_5 84991_0
18156 32373_0 32373_1 91024_0
18157 47480_1 47480_2 21268_0
18158 311_4 291_18 73627_3
18159 84458_0 84458_1 94461_0
18160 34479_0 34479_1 77369_2
18161 39392_0 39392_1 58311_1
18162 6875_0 6875_1 54367_0
18163 53056_0 53056_1 63014_1
18164 1109_1 1109_2 31751_1
18165 73918_0 73918_1 95853_1
18166 28047_0 28047_1 94449_0
18167 54694_2 54694_3 13018_0
18168 88640_0 88640_1 87517_1
18169 96924_0 96924_1 65470_1
18170 270_10 279_1 47808_3
18171 34696_0 34696_1 91739_1
18172 26565_0 26565_1 33644_0
18173 11659_0 11659_1 12265_0
18174 114_5 104_2 31239_3
18175 29057_2 29057_3 47803_3
18176 60563_0 60563_1 14978_0
18177 2220_1 2220_2 14252_0
18178 95270_0 95270_1 15437_0
18179 66072_0 66072_1 99920_1
18180 430_11 426_11 94936_3
18181 9531_0 9531_1 2471_0
18182 519_13 526_15 64072_1
18183 32036_2 32036_3 54734_0
18184 29303_1 29303_2 40251_0
18185 64630_0 64630_1 39401_3
18186 281_3 273_24 31904_0
18187 19812_0 19812_1 78211_0
18188 21312_0 21312_1 2336_0
18189 2443_0 2443_1 38772_0
18190 28284_0 28284_1 90918_0
18191 1378_0 1378_1 42256_0
18192 25358_0 25358_1 27294_0
18193 187_4 193_3 57524_0
18194 15648_0 15648_1 47234_0
18195 407_14 412_14 28240_7
18196 49663_0 49663_1 15135_0
18197 17160_0 17160_1 41609_3
18198 21931_4 21931_5 86224_1
18199 63872_0 63872_1 38942_0
18200 33069_0 33069_1 76884_0
18201 87698_0 87698_1 5395_0
18202 54065_0 54065_1 24935_1
18203 13199_1 13199_2 100269_1
18204 18272_2 18272_3 4430_0
18205 37_17 42_6 83576_0
18206 173_21 171_19 31650_1
18207 82365_0 82365_1 45884_2
18208 93829_0 93829_1 21769_0
18209 77618_1 77618_2 84490_0
18210 11450_0 11450_1 52765_2
18211 89978_0 89978_1 37595_1
18212 34159_0 34159_1 64400_0
18213 90760_2 90760_3 32281_0
18214 89024_1 89024_2 21207_2
18215 273_25 286_10 21488_13
18216 54813_2 54813_3 15846_1
18217 41061_0 41061_1 64887_0
18218 70017_0 70017_1 43278_0
18219 279_2 281_1 56476_1
18220 60288_0 60288_1 59475_0
18221 460_10 452_16 5585_0
18222 85823_1 85823_2 58066_0
18223 26662_0 26662_1 83783_0
18224 5171_0 5171_1 91533_0
18225 425_3 408_11 53672_4
18226 3892_0 3892_1 30706_1
18227 53497_0 53497_1 16767_0
18228 22706_0 22706_1 39018_0
18229 40190_2 40190_3 36145_3
18230 76732_0 76732_1 81748_2
18231 288_17 278_2 49913_0
18232 57474_2 57474_3 51307_0
18233 43288_0 43288_1 88039_0
18234 87743_0 87743_1 9200_2
18235 60807_0 60807_1 68578_0
18236 61914_3 61914_4 22156_0
18237 66470_2 66470_3 16107_0
18238 33616_0 33616_1 5867_0
18239 74674_4 74674_5 43431_0
18240 1590_0 1590_1 71942_0
18241 15195_2 15195_3 92570_0
18242 78_6 72_9 45377_0
18243 150_3 167_3 62071_3
18244 220_12 225_15 62149_0
18245 81152_2 81152_3 96294_2
18246 405_6 426_12 99213_16
18247 68192_0 68192_1 20974_0
18248 89582_4 89582_5 67735_0
18249 7093_0 7093_1 56042_4
18250 85502_0 85502_1 10197_0
18251 51415_0 51415_1 69733_0
18252 276_10 280_25 4061_7
18253 96943_0 96943_1 26606_1
18254 20670_0 20670_1 94029_0
18255 90_4 114_6 10018_2
18256 32424_0 32424_1 53162_0
18257 65215_1 65215_2 87082_0
18258 95089_1 95089_2 83969_2
18259 20562_2 20562_3 81973_1
18260 79155_1 79155_2 85434_0
18261 59341_0 59341_1 41335_0
18262 51340_0 51340_1 92764_0
18263 12857_0 12857_1 65268_3
18264 17249_0 17249_1 18872_1
18265 8554_0 8554_1 69990_0
18266 23902_0 23902_1 54363_0
18267 27655_1 27655_2 98942_0
18268 96387_2 96387_3 8889_0
18269 42843_1 42843_2 23006_1
18270 76041_0 76041_1 61617_0
18271 93507_0 93507_1 44321_0
18272 77154_0 77154_1 10573_0
18273 13438_1 13438_2 46286_2
18274 90928_0 90928_1 6841_0
18275 12220_0 12220_1 30392_0
18276 43738_0 43738_1 34949_1
18277 36564_0 36564_1 34596_1
18278 7391_0 7391_1 26053_0
18279 22703_0 22703_1 91428_1
18280 3262_0 3262_1 26300_0
18281 40832_0 40832_1 91650_0
18282 5918_2 5918_3 66858_2
18283 29122_0 29122_1 34435_0
18284 67610_0 67610_1 48219_0
18285 86527_0 86527_1 29497_0
18286 14043_2 14043_3 17144_2
18287 74726_3 74726_4 17958_0
18288 57088_0 57088_1 12872_0
18289 84292_0 84292_1 41042_1
18290 68789_1 68789_2 3570_1
18291 233_8 250_0 30716_1
18292 430_12 412_9 88595_2
18293 29480_0 29480_1 80381_1
18294 34990_0 34990_1 18978_0
18295 78341_0 78341_1 76311_0
18296 21730_0 21730_1 71437_0
18297 46072_1 46072_2 13761_5
18298 226_4 225_16 77029_0
18299 22574_1 22574_2 46878_0
18300 155_16 171_20 46508_3
18301 31871_0 31871_1 68701_0
18302 8801_4 8801_5 82875_0
18303 38470_0 38470_1 23325_0
18304 88939_0 88939_1 89802_1
18305 22609_0 22609_1 50569_0
18306 13701_0 13701_1 76540_0
18307 56654_0 56654_1 2069_2
18308 67135_1 67135_2 95492_0
18309 63536_0 63536_1 80407_1
18310 96055_2 96055_3 19581_2
18311 78300_0 78300_1 23671_0
18312 432_11 412_10 14375_0
18313 31857_0 31857_1 61933_0
18314 65218_5 65218_6 26126_0
18315 13208_2 13208_3 99693_1
18316 56349_0 56349_1 80887_0
18317 99547_0 99547_1 21241_0
18318 407_3 426_5 88595_2
18319 88357_0 88357_1 27874_0
18320 79467_0 79467_1 66433_0
18321 91360_0 91360_1 61278_0
18322 45703_0 45703_1 54994_0
18323 154_6 158_6 94112_11
18324 69368_4 69368_5 95157_2
18325 88439_2 88439_3 59412_0
18326 131_1 121_4 33663_2
18327 352_1 356_1 19042_0
18328 40815_0 40815_1 31898_0
18329 69569_0 69569_1 32345_0
18330 56328_0 56328_1 89152_1
18331 79422_2 79422_3 18792_2
18332 11272_0 11272_1 76682_1
18333 39475_0 39475_1 8820_1
18334 57729_0 57729_1 98841_2
18335 69197_1 69197_2 71433_0
18336 48098_0 48098_1 4122_4
18337 74438_0 74438_1 42951_2
18338 59303_0 59303_1 54299_0
18339 405_7 414_10 82622_0
18340 414_3 425_3 41907_2
18341 85950_0 85950_1 10775_2
18342 80161_0 80161_1 23570_1
18343 21912_0 21912_1 5554_0
18344 75222_0 75222_1 66560_0
18345 97918_0 97918_1 5732_0
18346 99706_0 99706_1 43427_0
18347 86897_1 86897_2 94130_1
18348 66894_0 66894_1 25347_2
18349 44725_0 44725_1 82945_0
18350 83439_0 83439_1 53393_0
18351 91334_1 91334_2 54325_0
18352 29_2 56_6 23821_3
18353 21506_1 21506_2 73503_0
18354 76523_0 76523_1 19661_0
18355 42027_0 42027_1 43602_0
18356 273_26 278_3 20287_2
18357 416_9 422_10 43147_0
18358 4246_2 4246_3 26348_1
18359 75734_0 75734_1 85422_2
18360 29444_0 29444_1 99247_0
18361 91515_0 91515_1 61534_2
18362 48193_2 48193_3 57095_0
18363 56505_0 56505_1 11814_1
18364 20950_3 20950_4 8502_3
18365 221_4 215_10 47920_1
18366 57217_0 57217_1 7492_2
18367 10651_0 10651_1 47131_0
18368 16474_0 16474_1 84671_0
18369 57644_0 57644_1 20040_2
18370 2048_2 2048_3 94849_1
18371 11223_0 11223_1 16274_0
18372 95336_0 95336_1 51039_0
18373 91126_0 91126_1 81555_0
18374 58837_3 58837_4 72748_0
18375 78350_1 78350_2 73011_2
18376 58962_2 58962_3 44289_3
18377 64400_1 64400_2 51517_0
18378 82095_0 82095_1 46019_2
18379 75265_0 75265_1 19243_0
18380 276_11 279_3 93319_0
18381 31284_0 31284_1 1467_5
18382 67423_1 67423_2 37588_0
18383 100066_2 100066_3 55017_3
18384 52761_0 52761_1 55702_0
18385 58265_0 58265_1 78671_0
18386 47155_0 47155_1 1021_0
18387 422_6 421_12 69000_2
18388 96474_0 96474_1 27984_0
18389 36934_2 36934_3 53822_1
18390 98334_2 98334_3 55702_1
18391 284_22 269_4 16200_6
18392 289_15 268_4 46933_3
18393 85270_0 85270_1 15123_0
18394 45923_0 45923_1 55788_0
18395 56758_1 56758_2 8814_0
18396 425_4 405_8 11137_4
18397 14837_0 14837_1 5199_1
18398 11696_0 11696_1 49297_0
18399 72149_1 72149_2 9161_0
18400 7280_2 7280_3 94549_1
18401 22570_0 22570_1 79727_0
18402 422_7 403_2 42470_2
18403 23683_0 23683_1 49296_0
18404 84445_2 84445_3 78345_1
18405 21536_0 21536_1 64491_0
18406 93508_0 93508_1 28720_2
18407 67310_0 67310_1 66620_0
18408 88733_0 88733_1 66541_0
18409 51706_2 51706_3 22091_0
18410 1242_0 1242_1 24330_0
18411 57467_0 57467_1 49525_4
18412 10187_2 10187_3 72591_1
18413 352_2 335_1 81320_4
18414 43071_0 43071_1 65854_0
18415 29738_1 29738_2 54510_2
18416 304_21 311_5 67698_0
18417 37_18 56_7 88778_2
18418 89646_0 89646_1 27045_0
18419 5592_0 5592_1 83804_0
18420 426_6 420_10 92989_4
18421 39213_0 39213_1 80922_1
18422 18292_2 18292_3 82648_1
18423 20744_0 20744_1 74162_0
18424 30748_0 30748_1 43750_0
18425 49449_0 49449_1 22741_2
18426 14894_0 14894_1 35977_2
18427 33254_0 33254_1 80308_0
18428 286_11 268_5 52889_2
18429 11480_0 11480_1 86728_0
18430 42020_3 42020_4 99190_2
18431 82882_0 82882_1 16653_0
18432 64545_0 64545_1 84306_0
18433 81047_2 81047_3 14761_3
18434 6119_0 6119_1 73038_1
18435 65081_0 65081_1 76831_0
18436 77215_0 77215_1 54717_0
18437 51395_0 51395_1 76679_0
18438 44334_0 44334_1 33003_2
18439 71852_0 71852_1 97930_1
18440 54156_1 54156_2 92856_0
18441 39521_1 39521_2 67898_0
18442 7279_2 7279_3 76404_1
18443 53_4 37_11 88081_0
18444 99760_0 99760_1 33529_0
18445 45312_0 45312_1 85956_1
18446 285_17 287_1 16200_7
18447 39382_1 39382_2 99863_0
18448 16722_0 16722_1 33756_0
18449 27160_0 27160_1 91044_0
18450 300_21 312_9 8208_3
18451 83617_0 83617_1 63572_1
18452 352_0 355_0 92133_1
18453 65907_0 65907_1 22650_3
18454 64606_1 64606_2 60955_0
18455 60719_0 60719_1 94196_0
18456 309_4 314_18 95907_1
18457 40913_1 40913_2 97267_2
18458 80648_0 80648_1 32010_0
18459 77684_1 77684_2 16470_0
18460 43574_0 43574_1 84522_2
18461 7092_0 7092_1 88792_0
18462 62330_0 62330_1 38738_0
18463 49715_2 49715_3 22690_0
18464 73051_2 73051_3 80280_0
18465 21961_0 21961_1 48751_0
18466 90740_0 90740_1 67325_0
18467 71098_0 71098_1 16743_0
18468 14610_2 14610_3 2135_0
18469 45759_0 45759_1 2403_0
18470 55941_0 55941_1 55014_3
18471 425_5 412_11 64650_6
18472 84131_0 84131_1 77418_0
18473 11731_0 11731_1 26976_0
18474 20575_0 20575_1 69042_0
18475 88138_1 88138_2 32283_0
18476 98600_0 98600_1 46007_0
18477 19862_0 19862_1 75527_0
18478 72145_1 72145_2 74581_0
18479 53728_0 53728_1 30190_1
18480 18137_0 18137_1 85446_0
18481 81625_4 81625_5 9649_0
18482 58139_1 58139_2 7360_0
18483 37731_0 37731_1 23377_0
18484 67329_0 67329_1 95848_0
18485 22536_0 22536_1 13518_0
18486 9272_0 9272_1 49764_0
18487 23636_4 23636_5 10662_1
18488 43672_0 43672_1 81747_0
18489 422_8 405_9 84159_0
18490 24784_1 24784_2 71163_0
18491 52729_0 52729_1 9244_0
18492 280_15 279_4 51191_4
18493 519_14 527_6 16467_0
18494 43642_0 43642_1 12401_0
18495 281_2 266_16 91364_0
18496 67087_0 67087_1 7237_5
18497 46240_0 46240_1 99704_1
18498 78526_0 78526_1 75267_1
18499 187_5 186_6 25850_0
18500 73815_3 73815_4 72134_0
18501 432_12 408_10 55929_0
18502 92593_0 92593_1 9918_0
18503 72144_0 72144_1 6189_1
18504 216_34 224_4 5923_4
18505 5282_2 5282_3 7096_1
18506 52521_0 52521_1 77507_0
18507 85508_1 85508_2 40712_0
18508 98241_2 98241_3 68937_1
18509 80_22 70_8 15186_0
18510 14380_0 14380_1 19079_1
18511 37125_0 37125_1 6960_2
18512 333_5 352_1 17514_8
18513 77954_0 77954_1 77537_5
18514 4888_0 4888_1 23991_0
18515 92414_0 92414_1 77256_0
18516 15807_0 15807_1 67188_0
18517 23380_0 23380_1 46003_0
18518 382_2 375_0 74879_1
18519 289_16 279_4 47808_4
18520 411_5 425_6 21804_0
18521 87745_0 87745_1 11396_0
18522 271_14 278_4 48307_2
18523 79136_0 79136_1 23229_2
18524 5407_0 5407_1 99459_0
18525 387_1 389_4 1943_1
18526 65110_0 65110_1 28019_2
18527 60064_0 60064_1 25940_0
18528 30505_0 30505_1 87454_0
18529 29_3 42_7 63239_4
18530 33118_0 33118_1 91571_1
18531 87264_0 87264_1 16870_1
18532 68297_0 68297_1 3520_1
18533 17043_0 17043_1 20440_0
18534 17627_1 17627_2 7490_1
18535 81304_0 81304_1 85695_1
18536 82172_0 82172_1 5110_0
18537 4202_0 4202_1 47411_3
18538 407_4 422_9 29432_4
18539 6804_0 6804_1 62472_0
18540 9593_0 9593_1 56326_0
18541 94111_1 94111_2 22841_0
18542 39802_0 39802_1 85728_1
18543 49264_0 49264_1 100171_1
18544 24303_0 24303_1 64606_1
18545 85215_0 85215_1 73730_0
18546 120_6 121_5 84707_2
18547 77520_0 77520_1 98269_0
18548 23156_0 23156_1 55407_2
18549 72471_2 72471_3 4672_1
18550 31816_0 31816_1 3321_0
18551 31677_2 31677_3 13685_1
18552 428_10 432_13 28240_8
18553 29749_0 29749_1 90341_0
18554 9780_2 9780_3 50662_1
18555 68120_0 68120_1 34078_0
18556 269_5 278_5 7371_1
18557 276_12 266_17 17054_3
18558 10109_0 10109_1 84513_0
18559 412_12 422_0 60470_3
18560 36362_0 36362_1 23120_0
18561 40421_2 40421_3 28518_0
18562 71239_1 71239_2 17684_0
18563 3582_0 3582_1 30861_2
18564 421_13 416_10 32724_16
18565 27513_0 27513_1 27633_0
18566 426_7 416_9 92989_5
18567 411_6 407_5 44263_0
18568 93198_0 93198_1 59472_2
18569 73211_2 73211_3 76502_0
18570 49620_1 49620_2 92013_0
18571 416_1 407_6 32724_17
18572 11431_0 11431_1 37877_0
18573 257_4 233_9 95073_11
18574 76184_0 76184_1 83799_0
18575 269_6 287_1 16200_8
18576 43101_1 43101_2 8152_0
18577 52892_0 52892_1 59483_0
18578 60774_0 60774_1 69719_0
18579 44127_1 44127_2 27934_0
18580 415_4 427_2 32724_2
18581 36763_0 36763_1 18049_1
18582 281_3 269_7 17186_0
18583 415_5 425_2 32724_3
18584 65142_0 65142_1 18766_0
18585 63068_0 63068_1 4178_1
18586 87793_0 87793_1 8796_0
18587 17422_1 17422_2 15890_0
18588 47422_2 47422_3 29760_2
18589 243_1 246_0 65884_0
18590 41832_0 41832_1 87277_2
18591 49431_0 49431_1 77917_0
18592 9894_0 9894_1 35770_2
18593 430_13 422_1 83516_1
18594 6237_0 6237_1 89179_0
18595 68353_0 68353_1 18410_2
18596 61817_1 61817_2 93635_0
18597 2969_0 2969_1 44201_2
18598 98657_0 98657_1 53999_0
18599 47647_0 47647_1 75303_1
18600 2014_0 2014_1 94931_0
18601 88112_2 88112_3 61047_0
18602 84670_0 84670_1 49104_3
18603 174_12 169_23 78141_4
18604 15978_0 15978_1 1209_0
18605 96481_0 96481_1 30631_0
18606 82145_0 82145_1 57184_0
18607 2316_0 2316_1 92660_2
18608 88187_0 88187_1 5431_0
18609 24640_0 24640_1 83083_0
18610 73730_1 73730_2 85215_2
18611 56019_0 56019_1 25078_0
18612 84433_0 84433_1 47983_0
18613 83586_0 83586_1 92621_0
18614 227_10 225_17 52886_2
18615 88177_2 88177_3 95312_0
18616 68418_0 68418_1 43934_0
18617 15309_0 15309_1 67231_0
18618 16696_0 16696_1 50869_0
18619 82530_0 82530_1 45493_0
18620 422_2 414_4 86155_5
18621 50963_0 50963_1 39953_2
18622 32414_0 32414_1 70178_0
18623 3694_0 3694_1 55227_1
18624 33047_2 33047_3 59045_0
18625 97432_2 97432_3 28165_1
18626 279_5 269_8 9402_0
18627 16724_4 16724_5 71317_0
18628 6295_0 6295_1 48418_0
18629 82_11 79_2 55346_0
18630 67473_0 67473_1 95167_0
18631 43_8 37_11 91663_1
18632 82051_0 82051_1 54483_0
18633 86937_3 86937_4 95696_0
18634 76823_0 76823_1 32431_0
18635 50920_0 50920_1 23838_1
18636 40016_0 40016_1 39034_0
18637 87792_0 87792_1 3352_0
18638 286_12 271_15 79524_6
18639 179_14 173_22 94112_12
18640 269_5 281_2 28728_3
18641 92863_0 92863_1 37325_0
18642 418_9 412_13 50039_1
18643 89462_0 89462_1 40322_2
18644 22623_0 22623_1 46473_0
18645 90309_0 90309_1 47822_0
18646 5216_0 5216_1 34063_0
18647 40382_0 40382_1 93661_1
18648 51649_0 51649_1 19019_2
18649 37022_1 37022_2 60482_2
18650 23675_0 23675_1 98034_2
18651 54179_0 54179_1 60387_0
18652 74541_0 74541_1 53016_2
18653 82906_2 82906_3 2128_2
18654 39746_0 39746_1 63974_1
18655 63538_0 63538_1 56038_1
18656 89554_0 89554_1 20884_0
18657 427_3 422_3 29109_1
18658 77988_2 77988_3 55361_1
